G/L Account	Company Code	Chart of Accounts	Tax Category	Language Key	Short Text	G/L Acct Long Text	Hierarchy Level	ID	Text	IDoc number	Message Text
211210	5000	DCOA	-	EN	APS Cse Cost FBTR	"APS DEAS Apvd Cse Costs (HECS, HELP, CSP) FBT Repo"	0	0		0	
211211	1000	DCOA	-	EN	APS Training	APS Training	0	0		0	
211211	5000	DCOA	-	EN	APS Training	APS Training	0	0		0	
211212	1000	DCOA	-	EN	ADF Tng Non Mil	ADF Training - Non Military	0	0		0	
211212	5000	DCOA	-	EN	ADF Tng Non Mil	ADF Training - Non Military	0	0		0	
211213	1000	DCOA	-	EN	APS Separation Trnig	APS training - Separation related	0	0		0	
211213	5000	DCOA	-	EN	APS Separation Trnig	APS training - Separation related	0	0		0	
211300	1000	DCOA	-	EN	Travel	Travel	0	0		0	
211300	5000	DCOA	-	EN	Travel	Travel	0	0		0	
211301	1000	DCOA	-	EN	ADFStud Mov Veh Allo	ADF Student movement vehicle allowance	0	0		0	
211301	5000	DCOA	-	EN	ADFStud Mov Veh Allo	ADF Student movement vehicle allowance	0	0		0	
211302	1000	DCOA	-	EN	Accommodation	Business Travel - Domestic	0	0		0	
211302	5000	DCOA	-	EN	Accommodation	Business Travel - Domestic	0	0		0	
211303	1000	DCOA	-	EN	Overseas Accomm	Business Travel - Overseas	0	0		0	
211303	5000	DCOA	-	EN	Overseas Accomm	Business Travel - Overseas	0	0		0	
211304	1000	DCOA	-	EN	O/S-Travelling Allow	Travel - Overseas:Allowances	0	0		0	
211304	5000	DCOA	-	EN	O/S-Travelling Allow	Travel - Overseas:Allowances	0	0		0	
211305	1000	DCOA	-	EN	Domestic Exercise	Exercise Travel	0	0		0	
211305	5000	DCOA	-	EN	Domestic Exercise	Exercise Travel	0	0		0	
211306	1000	DCOA	-	EN	Domestic Spouse acco	Travel - Domestic: Spouse accompanied	0	0		0	
211306	5000	DCOA	-	EN	Domestic Spouse acco	Travel - Domestic: Spouse accompanied	0	0		0	
211307	1000	DCOA	-	EN	O/S Spouse Travel	Travel - Overseas:Spouse accompanied	0	0		0	
211307	5000	DCOA	-	EN	O/S Spouse Travel	Travel - Overseas:Spouse accompanied	0	0		0	
211308	1000	DCOA	-	EN	Travel Exp O/S Post	Travel - Overseas:Overseas post expenses	0	0		0	
211308	5000	DCOA	-	EN	Travel Exp O/S Post	Travel - Overseas:Overseas post expenses	0	0		0	
211309	1000	DCOA	-	EN	Vehicle allowance	Vehicle allowance	0	0		0	
211309	5000	DCOA	-	EN	Vehicle allowance	Vehicle allowance	0	0		0	
211400	1000	DCOA	-	EN	Postage & freight	Postage & freight	0	0		0	
211400	5000	DCOA	-	EN	Postage & freight	Postage & freight	0	0		0	
211401	1000	DCOA	-	EN	Charters & hire	Charters & hire	0	0		0	
211401	5000	DCOA	-	EN	Charters & hire	Charters & hire	0	0		0	
211402	1000	DCOA	-	EN	Geospatial prod &ser	"Geospatial data, imagery, products & services"	0	0		0	
211402	5000	DCOA	-	EN	Geospatial prod &ser	"Geospatial data, imagery, products & services"	0	0		0	
211403	1000	DCOA	-	EN	External labour hire	External labour hire	0	0		0	
211403	5000	DCOA	-	EN	External labour hire	External labour hire	0	0		0	
211404	1000	DCOA	-	EN	Navigational charts	Navigational charts	0	0		0	
211404	5000	DCOA	-	EN	Navigational charts	Navigational charts	0	0		0	
211405	1000	DCOA	-	EN	Catering	Catering	0	0		0	
211405	5000	DCOA	-	EN	Catering	Catering	0	0		0	
211406	1000	DCOA	-	EN	Membership fees	Membership fees	0	0		0	
211406	5000	DCOA	-	EN	Membership fees	Membership fees	0	0		0	
211407	1000	DCOA	-	EN	Childcare	Childcare	0	0		0	
211407	5000	DCOA	-	EN	Childcare	Childcare	0	0		0	
211408	1000	DCOA	-	EN	Bank charg & levies	Bank charges & levies	0	0		0	
211408	2000	DCOA	-	EN	Bank charg & levies	Bank charges & levies	0	0		0	
211408	3000	DCOA	-	EN	Bank charg & levies	Bank charges & levies	0	0		0	
211408	5000	DCOA	-	EN	Bank charg & levies	Bank charges & levies	0	0		0	
211408	5100	DCOA	-	EN	Bank charg & levies	Bank charges & levies	0	0		0	
211409	1000	DCOA	-	EN	Rates & land tax	Rates & land tax	0	0		0	
211409	5000	DCOA	-	EN	Rates & land tax	Rates & land tax	0	0		0	
211410	1000	DCOA	-	EN	Customs duty	Customs duty	0	0		0	
211410	5000	DCOA	-	EN	Customs duty	Customs duty	0	0		0	
211411	1000	DCOA	-	EN	Employer support	Employer support	0	0		0	
211411	5000	DCOA	-	EN	Employer support	Employer support	0	0		0	
211412	1000	DCOA	-	EN	Fines & infringement	Fines & infringements	0	0		0	
211412	5000	DCOA	-	EN	Fines & infringement	Fines & infringements	0	0		0	
211413	1000	DCOA	-	EN	"Cloth,laund&dryclng"	"Clothing, laundry & dry cleaning"	0	0		0	
211413	5000	DCOA	-	EN	"Cloth,laund&dryclng"	"Clothing, laundry & dry cleaning"	0	0		0	
211414	1000	DCOA	-	EN	Comp payments	Compensation payments	0	0		0	
211414	5000	DCOA	-	EN	Comp payments	Compensation payments	0	0		0	
211416	1000	DCOA	-	EN	Support services	Support services	0	0		0	
211416	5000	DCOA	-	EN	Support services	Support services	0	0		0	
211417	1000	DCOA	-	EN	Pay othGovtagencies	Payments to other Govt agencies	0	0		0	
211417	5000	DCOA	-	EN	Pay othGovtagencies	Payments to other Govt agencies	0	0		0	
211418	1000	DCOA	-	EN	Oth aircraft exp	Other aircraft expenditure	0	0		0	
211418	5000	DCOA	-	EN	Oth aircraft exp	Other aircraft expenditure	0	0		0	
211419	1000	DCOA	-	EN	Facilities enhan	Facilities enhancements	0	0		0	
211419	5000	DCOA	-	EN	Facilities enhan	Facilities enhancements	0	0		0	
211420	1000	DCOA	-	EN	New works	New works	0	0		0	
211420	5000	DCOA	-	EN	New works	New works	0	0		0	
211421	1000	DCOA	-	EN	Pre/com expenses	Presentations/commemoration expenses	0	0		0	
211421	5000	DCOA	-	EN	Pre/com expenses	Presentations/commemoration expenses	0	0		0	
211422	1000	DCOA	-	EN	Gen ser/med exam	General service/medical examinations	0	0		0	
211422	5000	DCOA	-	EN	Gen ser/med exam	General service/medical examinations	0	0		0	
211423	1000	DCOA	-	EN	"Pho, vid & Int Spprt"	"Photgraphic, video and internet support"	0	0		0	
211423	5000	DCOA	-	EN	"Pho, vid & Int Spprt"	"Photgraphic, video and internet support"	0	0		0	
211424	1000	DCOA	-	EN	Funeral costs & Expe	Funeral costs and expenses	0	0		0	
211424	5000	DCOA	-	EN	Funeral costs & Expe	Funeral costs and expenses	0	0		0	
211425	1000	DCOA	-	EN	Min Off Equip R&M	Minor office Repairs & maintenance	0	0		0	
211425	5000	DCOA	-	EN	Min Off Equip R&M	Minor office Repairs & maintenance	0	0		0	
211426	1000	DCOA	-	EN	Gen-Off Services	General Office services	0	0		0	
211426	5000	DCOA	-	EN	Gen-Off Services	General Office services	0	0		0	
211427	1000	DCOA		EN	Representation allow	Representation allowance	0	0		0	
211427	5000	DCOA		EN	Representation allow	Representation allowance	0	0		0	
211428	1000	DCOA	-	EN	Fin advSep& red-APS	Financial advice - Separation & redundancies - APS	0	0		0	
211428	5000	DCOA	-	EN	Fin advSep& red-APS	Financial advice - Separation & redundancies - APS	0	0		0	
211429	1000	DCOA	-	EN	DFAT emp-LES o/seas	DFAT employee - LES o/seas	0	0		0	
211429	5000	DCOA	-	EN	DFAT emp-LES o/seas	DFAT employee - LES o/seas	0	0		0	
211430	1000	DCOA	-	EN	Prod multi-medCD-ROM	Production of multi-media and CD-ROM	0	0		0	
211430	5000	DCOA	-	EN	Prod multi-medCD-ROM	Production of multi-media and CD-ROM	0	0		0	
211431	1000	DCOA	-	EN	Gov common services	Commonwealth government common services	0	0		0	
211431	5000	DCOA	-	EN	Gov common services	Commonwealth government common services	0	0		0	
211432	1000	DCOA	-	EN	Legal fees	Legal fees	0	0		0	
211432	5000	DCOA	-	EN	Legal fees	Legal fees	0	0		0	
211433	1000	DCOA	-	EN	Insurance-General	Insurance-General	0	0		0	
211433	5000	DCOA	-	EN	Insurance-General	Insurance-General	0	0		0	
211435	2000	DCOA	-	EN	RendOfServExtParties	Rendering of services  -  External parties	0	0		0	
211436	1000	DCOA	-	EN	Advert & public rel	Advertising & public relations	0	0		0	
211436	5000	DCOA	-	EN	Advert & public rel	Advertising & public relations	0	0		0	
211437	1000	DCOA	-	EN	Animal mgt fees&mat	Animal management fees & materials	0	0		0	
211437	5000	DCOA	-	EN	Animal mgt fees&mat	Animal management fees & materials	0	0		0	
211440	1000	DCOA	-	EN	CASG ProjOth gov exp	CASG Projects - Other government expenses	0	0		0	
211441	1000	DCOA	-	EN	Fleet Support	Fleet Support	0	0		0	
211441	5000	DCOA	-	EN	Fleet Support	Fleet Support	0	0		0	
211442	1000	DCOA	-	EN	AdvtCost-ADF recruit	Advertising costs -ADF recruiting	0	0		0	
211442	5000	DCOA	-	EN	AdvtCost-ADF recruit	Advertising costs -ADF recruiting	0	0		0	
211443	1000	DCOA	-	EN	Sponsorship	Sponsorship	0	0		0	
211443	5000	DCOA	-	EN	Sponsorship	Sponsorship	0	0		0	
211444	1000	DCOA	-	EN	Security Fees	Security Fees	0	0		0	
211444	5000	DCOA	-	EN	Security Fees	Security Fees	0	0		0	
211445	1000	DCOA	-	EN	Security clear -vett	Security clearance - vetting	0	0		0	
211445	5000	DCOA	-	EN	Security clear -vett	Security clearance - vetting	0	0		0	
211446	1000	DCOA	-	EN	Maint Security Syste	Maintenance of security systems	0	0		0	
211446	5000	DCOA	-	EN	Maint Security Syste	Maintenance of security systems	0	0		0	
211447	1000	DCOA	-	EN	Purchases - EO	Purchases - EO	0	0		0	
211447	5000	DCOA	-	EN	Purchases - EO	Purchases - EO	0	0		0	
211448	1000	DCOA	-	EN	Prod costs - EO	Production costs - EO	0	0		0	
211448	5000	DCOA	-	EN	Prod costs - EO	Production costs - EO	0	0		0	
211449	1000	DCOA	-	EN	CASG milit workforce	CASG military workforce	0	0		0	
211449	5000	DCOA	-	EN	CASG milit workforce	CASG military workforce	0	0		0	
211450	1000	DCOA	-	EN	Official Hospitality	Official Hospitality	0	0		0	
211450	5000	DCOA	-	EN	Official Hospitality	Official Hospitality	0	0		0	
211451	1000	DCOA	-	EN	Employee Family Supp	Employee Family support  FBT	0	0		0	
211451	5000	DCOA	-	EN	Employee Family Supp	Employee Family support  FBT	0	0		0	
211452	1000	DCOA	-	EN	Advtng Costs - Non A	Advertisement Costs ? Non ADF Recruiting	0	0		0	
211452	5000	DCOA	-	EN	Advtng Costs - Non A	Advertisement Costs ? Non ADF Recruiting	0	0		0	
211500	1000	DCOA	-	EN	Mgt & tech adv	Management & technical advice (consultants)	0	0		0	
211500	5000	DCOA	-	EN	Mgt & tech adv	Management & technical advice (consultants)	0	0		0	
211501	1000	DCOA	-	EN	Tech & Eng Support	Technical & Engineering Support	0	0		0	
211501	5000	DCOA	-	EN	Tech & Eng Support	Technical & Engineering Support	0	0		0	
211502	1000	DCOA	-	EN	Consultancies	Consultancies	0	0		0	
211502	5000	DCOA	-	EN	Consultancies	Consultancies	0	0		0	
211503	1000	DCOA	-	EN	Contractor Services	Contractor Services	0	0		0	
211503	5000	DCOA	-	EN	Contractor Services	Contractor Services	0	0		0	
211504	1000	DCOA	-	EN	Public relations	Public relations	0	0		0	
211504	5000	DCOA	-	EN	Public relations	Public relations	0	0		0	
211505	1000	DCOA	-	EN	External audit fees	External audit fees	0	0		0	
211505	5000	DCOA	-	EN	External audit fees	External audit fees	0	0		0	
211506	1000	DCOA	-	EN	Acct & Fin Supp	Accounting & Financial Support	0	0		0	
211506	5000	DCOA	-	EN	Acct & Fin Supp	Accounting & Financial Support	0	0		0	
211600	1000	DCOA	-	EN	Quarantine & insp	Quarantine & inspection	0	0		0	
211600	5000	DCOA	-	EN	Quarantine & insp	Quarantine & inspection	0	0		0	
211601	1000	DCOA	-	EN	Int strat lift - Sea	International strategic lift - Sea	0	0		0	
211601	5000	DCOA	-	EN	Int strat lift - Sea	International strategic lift - Sea	0	0		0	
211602	1000	DCOA	-	EN	Travel-RelocRemoval	Travel- Relocation and Removals	0	0		0	
211602	5000	DCOA	-	EN	Travel-RelocRemoval	Travel- Relocation and Removals	0	0		0	
211603	1000	DCOA	-	EN	IntStratgicLift-Land	International strategic lift - Land	0	0		0	
211603	5000	DCOA	-	EN	IntStratgicLift-Land	International strategic lift - Land	0	0		0	
211604	1000	DCOA	-	EN	Dom strg lift - Air	Domestic strategic lift - Air	0	0		0	
211604	5000	DCOA	-	EN	Dom strg lift - Air	Domestic strategic lift - Air	0	0		0	
211605	1000	DCOA	-	EN	Dom strg lift -Sea	Domestic strategic lift - Sea	0	0		0	
211605	5000	DCOA	-	EN	Dom strg lift -Sea	Domestic strategic lift - Sea	0	0		0	
211606	1000	DCOA	-	EN	Dom strg lift-Land	Domestic strategic lift - Land	0	0		0	
211606	5000	DCOA	-	EN	Dom strg lift-Land	Domestic strategic lift - Land	0	0		0	
211607	1000	DCOA	-	EN	Freight(non removal)	Freight (non removals)	0	0		0	
211607	5000	DCOA	-	EN	Freight(non removal)	Freight (non removals)	0	0		0	
211608	1000	DCOA	-	EN	RemovalCsts-StrgChrg	Removal costs - Storage charges	0	0		0	
211608	5000	DCOA	-	EN	RemovalCsts-StrgChrg	Removal costs - Storage charges	0	0		0	
211609	1000	DCOA	-	EN	Trav - Removal:Disch	Travel - Removal:Discharges	0	0		0	
211609	5000	DCOA	-	EN	Trav - Removal:Disch	Travel - Removal:Discharges	0	0		0	
211610	1000	DCOA	-	EN	Removal costs - Def	Removal costs - Defence	0	0		0	
211610	5000	DCOA	-	EN	Removal costs - Def	Removal costs - Defence	0	0		0	
211611	1000	DCOA	-	EN	Int strat lift - Air	International strategic lift - Air	0	0		0	
211611	5000	DCOA	-	EN	Int strat lift - Air	International strategic lift - Air	0	0		0	
211612	1000	DCOA	-	EN	Childcare reimburse	Childcare reimbursement	0	0		0	
211612	5000	DCOA	-	EN	Childcare reimburse	Childcare reimbursement	0	0		0	
211616	1000	DCOA	-	EN	Allow-LOS PrvVh/frn	Allowance - Loss on sale private motor veh/furn	0	0		0	
211616	5000	DCOA	-	EN	Allow-LOS PrvVh/frn	Allowance - Loss on sale private motor veh/furn	0	0		0	
211617	1000	DCOA	-	EN	Relocations agreemnt	Relocations agreement	0	0		0	
211617	5000	DCOA	-	EN	Relocations agreemnt	Relocations agreement	0	0		0	
211618	1000	DCOA	-	EN	Lateral recruit csts	Lateral recruit costs	0	0		0	
211618	5000	DCOA	-	EN	Lateral recruit csts	Lateral recruit costs	0	0		0	
211800	1000	DCOA	-	EN	Patent fees	Patent fees	0	0		0	
211800	5000	DCOA	-	EN	Patent fees	Patent fees	0	0		0	
211801	1000	DCOA	-	EN	Res and dev (R&D)	Research and development (R&D)	0	0		0	
211801	5000	DCOA	-	EN	Res and dev (R&D)	Research and development (R&D)	0	0		0	
211802	1000	DCOA	-	EN	Research agreements	Research agreements	0	0		0	
211802	5000	DCOA	-	EN	Research agreements	Research agreements	0	0		0	
211900	1000	DCOA	-	EN	Voice & data usage	Voice & data usage	0	0		0	
211900	5000	DCOA	-	EN	Voice & data usage	Voice & data usage	0	0		0	
211901	1000	DCOA	-	EN	Satellite usage	Satellite usage	0	0		0	
211901	5000	DCOA	-	EN	Satellite usage	Satellite usage	0	0		0	
211902	1000	DCOA	-	EN	Spect fees & charges	Spectrum fees & charges	0	0		0	
211902	5000	DCOA	-	EN	Spect fees & charges	Spectrum fees & charges	0	0		0	
211903	1000	DCOA	-	EN	ICT Adm Bundl Contra	ICT Administration Charges in Bundled Contracts	0	0		0	
211903	5000	DCOA	-	EN	ICT Adm Bundl Contra	ICT Administration Charges in Bundled Contracts	0	0		0	
211904	1000	DCOA	-	EN	ICT Mgn Adv Service	ICT Management and Advisory Services	0	0		0	
211904	5000	DCOA	-	EN	ICT Mgn Adv Service	ICT Management and Advisory Services	0	0		0	
211905	1000	DCOA	-	EN	ICT Net Hdwa Pur Sup	ICT Network Hardware - Purchase and Support	0	0		0	
211905	5000	DCOA	-	EN	ICT Net Hdwa Pur Sup	ICT Network Hardware - Purchase and Support	0	0		0	
211906	1000	DCOA	-	EN	ICT UseHdwa Pur Supp	ICT User Hardware - Purchase and Support	0	0		0	
211906	5000	DCOA	-	EN	ICT UseHdwa Pur Supp	ICT User Hardware - Purchase and Support	0	0		0	
211907	1000	DCOA	-	EN	ICT user devce	ICT -Harware maintenance	0	0		0	
211908	1000	DCOA	-	EN	Software services	Software services	0	0		0	
211908	5000	DCOA	-	EN	Software services	Software services	0	0		0	
211909	1000	DCOA	-	EN	ICT sys hwre Pur Sup	ICT Systems Hardware - Purchase and Support	0	0		0	
211909	5000	DCOA	-	EN	ICT sys hwre Pur Sup	ICT Systems Hardware - Purchase and Support	0	0		0	
211910	1000	DCOA	-	EN	ICT consumables	ICT consumables	0	0		0	
211910	5000	DCOA	-	EN	ICT consumables	ICT consumables	0	0		0	
212000	1000	DCOA	-	EN	Sanit& toxic waste	Sanitation & toxic waste	0	0		0	
212000	5000	DCOA	-	EN	Sanit& toxic waste	Sanitation & toxic waste	0	0		0	
212001	1000	DCOA	-	EN	Housekeeping exp	Housekeeping exp	0	0		0	
212001	5000	DCOA	-	EN	Housekeeping exp	Housekeeping exp	0	0		0	
212002	1000	DCOA	-	EN	Cleaning charges	Cleaning charges	0	0		0	
212002	5000	DCOA	-	EN	Cleaning charges	Cleaning charges	0	0		0	
212200	1000	DCOA	-	EN	Estate Prop Maint	Defence estate property maintenance	0	0		0	
212200	5000	DCOA	-	EN	Estate Prop Maint	Defence estate property maintenance	0	0		0	
212201	1000	DCOA	-	EN	Estate Upkeep	Estate Upkeep	0	0		0	
212201	5000	DCOA	-	EN	Estate Upkeep	Estate Upkeep	0	0		0	
212202	1000	DCOA	-	EN	Work planning fees	Work planning fees	0	0		0	
212202	5000	DCOA	-	EN	Work planning fees	Work planning fees	0	0		0	
212203	1000	DCOA	-	EN	Annual fees/levies	Annual fees/levies	0	0		0	
212203	5000	DCOA	-	EN	Annual fees/levies	Annual fees/levies	0	0		0	
212204	1000	DCOA	-	EN	Grounds Maintenance	Grounds Maintenance & Land Management	0	0		0	
212204	5000	DCOA	-	EN	Grounds Maintenance	Grounds Maintenance & Land Management	0	0		0	
212205	1000	DCOA	-	EN	Defence Archives	Defence Archives	0	0		0	
212205	5000	DCOA	-	EN	Defence Archives	Defence Archives	0	0		0	
212206	1000	DCOA	-	EN	Env Compliance	Environmental Compliance	0	0		0	
212206	5000	DCOA	-	EN	Env Compliance	Environmental Compliance	0	0		0	
212207	1000	DCOA	-	EN	WHS Assessment	WHS Assessment	0	0		0	
212207	5000	DCOA	-	EN	WHS Assessment	WHS Assessment	0	0		0	
212208	1000	DCOA	-	EN	Estate Projects	Estate Projects	0	0		0	
212208	5000	DCOA	-	EN	Estate Projects	Estate Projects	0	0		0	
212209	1000	DCOA	-	EN	Asbestos	Asbestos	0	0		0	
212209	5000	DCOA	-	EN	Asbestos	Asbestos	0	0		0	
213000	1000	DCOA	-	EN	Operating leases	Operating leases	0	0		0	
213000	2000	DCOA	-	EN	Operating leases	Operating leases	0	0		0	
213000	5000	DCOA	-	EN	Operating leases	Operating leases	0	0		0	
213001	1000	DCOA	-	EN	Leases of LVA	Leases Of Low Value Assets	0	0		0	
213001	5000	DCOA	-	EN	Leases of LVA	Leases Of Low Value Assets	0	0		0	
213002	1000	DCOA	-	EN	Variable Lease Payts	Variable lease payments	0	0		0	
213002	5000	DCOA	-	EN	Variable Lease Payts	Variable lease payments	0	0		0	
213003	1000	DCOA	-	EN	Operating Lease Rev	Operating Lease Reversal AASB 16	0	0		0	
213100	1000	DCOA	-	EN	Insu-Workers comp	Insurance-Workers compensation	0	0		0	
213100	5000	DCOA	-	EN	Insu-Workers comp	Insurance-Workers compensation	0	0		0	
221000	2000	DCOA	-	EN	Home own scheme	Admin Defence home ownership scheme/assist	0	0		0	
240000	1000	DCOA	-	EN	Finance charges	Finance charges	0	0		0	
240000	5000	DCOA	-	EN	Finance charges	Finance charges	0	0		0	
241001	1000	DCOA	-	EN	Int  on Right of Use	Interest on Right of Use	0	0		0	
241001	5000	DCOA	-	EN	Int  on Right of Use	Interest on Right of Use	0	0		0	
242000	1000	DCOA		EN	Prov unwind exp-land	Provision unwinding expense - land	0	0		0	
242000	5000	DCOA		EN	Prov unwind exp-land	Provision unwinding expense - land	0	0		0	
242001	1000	DCOA		EN	ProUdExp-Build LHI	Provision unwinding expense - buildings LHI	0	0		0	
242001	5000	DCOA		EN	ProUdExp-Build LHI	Provision unwinding expense - buildings LHI	0	0		0	
242002	1000	DCOA		EN	Prov unwinding -SME	Provision unwinding expense - SME	0	0		0	
242002	5000	DCOA		EN	Prov unwinding -SME	Provision unwinding expense - SME	0	0		0	
250000	1000	DCOA		EN	WDI-Build non LHI	Write down & impairment - buildings non LHI	0	0		0	
250000	5000	DCOA		EN	WDI-Build non LHI	Write down & impairment - buildings non LHI	0	0		0	
250002	1000	DCOA		EN	Imp-Buildings ROU	Impairment expense - Buildings ROU	0	0		0	
250002	5000	DCOA		EN	Imp-Buildings ROU	Impairment expense - Buildings ROU	0	0		0	
250202	1000	DCOA		EN	SME ROU Impairment	Impairment - SME ROU	0	0		0	
250202	5000	DCOA		EN	SME ROU Impairment	Impairment - SME ROU	0	0		0	
250301	1000	DCOA		EN	Write down & impairm	Write down & impairment - infrastructure UFL	0	0		0	
250301	5000	DCOA		EN	Write down & impairm	Write down & impairment - infrastructure UFL	0	0		0	
250401	1000	DCOA		EN	Impairmnt-OP&E ROU	Impairment - OP&E ROU	0	0		0	
250401	5000	DCOA		EN	Impairmnt-OP&E ROU	Impairment - OP&E ROU	0	0		0	
251001	1000	DCOA	+	EN	Doubtful debts exp	Doubtful debts expense	0	0		0	
251001	5000	DCOA	+	EN	Doubtful debts exp	Doubtful debts expense	0	0		0	
252000	1000	DCOA	-	EN	WrDoImpairment -GSI	Write down & impairment - GSI	0	0		0	
252000	5000	DCOA	-	EN	WrDoImpairment -GSI	Write down & impairment - GSI	0	0		0	
252001	1000	DCOA		EN	Loss Inv writeoff	Losses - Inventory write off	0	0		0	
252001	5000	DCOA		EN	Loss Inv writeoff	Losses - Inventory write off	0	0		0	
260000	1000	DCOA		EN	Forex loss -a/c	Foreign exchange loss	0	0		0	
260000	2000	DCOA	-	EN	Forex loss -a/c	Foreign exchange loss	0	0		0	
260000	3000	DCOA		EN	Forex loss -a/c	Foreign exchange loss	0	0		0	
260000	5000	DCOA		EN	Forex loss -a/c	Foreign exchange loss	0	0		0	
260000	5100	DCOA		EN	Forex loss -a/c	Foreign exchange loss	0	0		0	
281000	1000	DCOA	-	EN	TactPaymentSchm-123H	Tactical payments scheme - Section 123H	0	0		0	
281000	5000	DCOA	-	EN	TactPaymentSchm-123H	Tactical payments scheme - Section 123H	0	0		0	
283100	1000	DCOA	-	EN	Decomm exp - SME	Decommissioning expense - SME	0	0		0	
283100	5000	DCOA	-	EN	Decomm exp - SME	Decommissioning expense - SME	0	0		0	
284001	1000	DCOA		EN	Miscellns other exp	Miscellaneous other expenses	0	0		0	
284002	3000	DCOA	-	EN	Expenses - other	Expenses - other	0	0		0	
284002	5100	DCOA	-	EN	Expenses - other	Expenses - other	0	0		0	
